tx	gene_id	H2	H27	H45	H47	H56	H74	H87	H91
ENST00000683695	ENSG00000069431	0	0	0	0	1	0	0	0
ENST00000682426	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000683105	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000684084	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000682879	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000544039	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000683811	ENSG00000069431	0	0	0	1	0	0	0	10
ENST00000539874	ENSG00000257022	0	0	0	0	0	0	0	0
ENST00000615261	ENSG00000275567	0	0	0	0	0	0	0	0
ENST00000682068	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000684543	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000682789	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000326684	ENSG00000069431	0	0	2	0	0	0	2	2
ENST00000621589	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000538350	ENSG00000069431	1	0	0	0	0	0	0	0
ENST00000684435	ENSG00000069431	0	0	0	0	0	0	0	1.694
ENST00000636888	ENSG00000069431	0	0	0	0	0	0	0	0
ENST00000682646	ENSG00000069431	0	0	3	0	0	0	0	9.306
ENST00000683560	ENSG00000069431	0	0	0	0	0	0	0	6
ENST00000541534	ENSG00000255627	0	0	0	0	0	0	0	0
ENST00000229329	ENSG00000111726	85.513	293.27	247.145	167	101.701	247.652	86.346	66.419
ENST00000534981	ENSG00000111726	14.224	47.158	3.855	0	3.299	3.571	0	3.581
ENST00000535610	ENSG00000111726	0	0	0	0	0	0	0	0
ENST00000538498	ENSG00000111726	6.263	0	0	0	0	0	0	0
ENST00000537658	ENSG00000111726	0	1.572	0	0	0	10.777	7.654	0
ENST00000536535	ENSG00000111728	1	12	2	0	0	0	0	0
ENST00000544732	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000616957	ENSG00000274624	0	0	0	1	0	1	0	5
ENST00000537795	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000545524	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000637344	ENSG00000283582	0	0	0	0	0	0	0	0
ENST00000396037	ENSG00000111728	22.257	182.167	238.312	26.54	10	114.168	22.782	85.929
ENST00000390870	ENSG00000212172	0	0	0	0	0	0	0	0
ENST00000261197	ENSG00000111728	9.743	19.463	52.852	0	0	45.14	7.218	11.071
ENST00000545494	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000508924	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000540824	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000538256	ENSG00000111728	1	8	7	2	1	2	0	7
ENST00000541868	ENSG00000111728	0	6.641	12.837	1.46	0	7.06	0	0
ENST00000404299	ENSG00000111728	0	19.137	0	0	0	3.779	0	0
ENST00000536558	ENSG00000111728	21	60.592	112	24	9	82.294	11	32
ENST00000381424	ENSG00000111728	0	0	0	0	0	26.559	0	0
ENST00000545185	ENSG00000111728	0	0	0	0	0	0	0	0
ENST00000536786	ENSG00000256714	0	0	0	0	0	0	0	0
ENST00000661495	ENSG00000250166	0	0	0	0	0	0	0	0
ENST00000508615	ENSG00000250166	0	0	0	0	0	0	0	0
ENST00000689593	ENSG00000250166	0	0	0	0	0	0	0	0
ENST00000446597	ENSG00000111731	31.053	0	0	0	0	0	0	0
ENST00000333957	ENSG00000111731	500.996	636.997	930.769	982.572	549.342	551.648	423.692	341.168
ENST00000536386	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000396028	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000542676	ENSG00000111731	0	39.03	68.068	47.883	98.989	28.558	48.819	0
ENST00000545552	ENSG00000111731	2.1	0	6.369	0	0	2.628	0	0
ENST00000539615	ENSG00000111731	18.547	12.394	12.087	19.304	6.484	10.348	5.938	2.897
ENST00000543888	ENSG00000111731	9.142	8	13	20	9	7	6	5
ENST00000543604	ENSG00000256973	8	25	41	38	9	22	19	13
ENST00000540245	ENSG00000111731	0	0	7.909	1.282	1.377	6.667	4.581	16.596
ENST00000537643	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000541310	ENSG00000111731	6.021	35.903	31.593	14.666	12.91	8.668	8.739	14.331
ENST00000543797	ENSG00000111731	7.683	0	14.163	39.51	11.452	24.319	0	2.699
ENST00000542768	ENSG00000111731	17.459	8.906	18.954	24.713	11.446	13.163	13.231	6.308
ENST00000543855	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000542683	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000535555	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000540703	ENSG00000111731	0	0	0	0	0	0	0	0
ENST00000535304	ENSG00000111731	11	17.77	13.088	10.069	6	9	9	8
ENST00000658064	ENSG00000250166	0	0	0	0	0	0	0	0
ENST00000670175	ENSG00000250166	0	0	0	0	0	0	0	0
ENST00000542742	ENSG00000256371	0	0	0	0	0	0	0	1
ENST00000535801	ENSG00000256774	0	0	0	0	0	0	0	0
ENST00000542076	ENSG00000257023	0	0	0	1	0	0	0	6
ENST00000671733	ENSG00000139163	0	0	0	0	0	0	0	0
ENST00000335148	ENSG00000139163	10.976	22.235	31.601	30.086	17.352	33.228	17.16	23.585
ENST00000672951	ENSG00000139163	0	0	0	0	0	0	0	0
ENST00000266517	ENSG00000139163	2186.483	2060.68	3344.206	2168.34	1167.622	2175.704	1370.176	987.922
ENST00000538218	ENSG00000139163	0	0	0	0	0	0	0	0
ENST00000545979	ENSG00000139163	0	0	0	0	0	0	0	0
ENST00000673496	ENSG00000139163	28.342	37.946	84.71	53.186	32.666	41.842	23.555	59.705
ENST00000673406	ENSG00000139163	0	0	0	0	1.893	0	0	0
ENST00000672995	ENSG00000139163	220.533	399.833	566.715	315.348	170.347	339.512	184.215	199.594
ENST00000539974	ENSG00000139163	0	26.747	26.248	0	21.052	0	15.483	0
ENST00000673188	ENSG00000139163	9.477	17.011	8.086	15.793	6.776	2.759	0	0
ENST00000544191	ENSG00000139163	15.189	27.547	22.435	20.246	7.293	13.955	8.411	4.194
ENST00000413794	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000536744	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000629824	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000628326	ENSG00000256995	1	0	2	0	0	0	0	0
ENST00000478056	ENSG00000241451	0	0	0	0	0	0	0	0
ENST00000537293	ENSG00000256923	0	0	0	0	0	0	0	0
ENST00000590328	ENSG00000256995	0	0	2	0	0	0	0	1
ENST00000590955	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000538317	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000593117	ENSG00000256995	0	0	0	0	0	0	0	3
ENST00000629078	ENSG00000256995	1	0	0	0	0	0	0	1
ENST00000540895	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000660841	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000651851	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000625240	ENSG00000256995	0	0	1	0	0	0	0	3
ENST00000540994	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000541288	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000541161	ENSG00000256353	0	0	0	0	0	0	0	0
ENST00000534841	ENSG00000256995	0	0	0	0	0	0	0	0
ENST00000545400	ENSG00000256321	0	0	0	0	0	0	0	0
ENST00000538297	ENSG00000115934	0	0	0	1	0	0	0	0
ENST00000451604	ENSG00000134532	6.347	6.325	13.416	8	2.151	12.624	1.197	20.103
ENST00000537393	ENSG00000134532	0	0	0	0	0	2.002	0	0
ENST00000646273	ENSG00000134532	0	8.586	0	0	0	0	0	0
ENST00000704296	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000704297	ENSG00000134532	0	0	1.065	0	0	0	2	2.185
ENST00000704298	ENSG00000134532	0	0	7.52	0	0	9.624	0	0
ENST00000704299	ENSG00000134532	0	0	0	0	0	0	0	2.711
ENST00000396007	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000545921	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000367206	ENSG00000134532	0	0	0	0	0	0	3.803	0
ENST00000535530	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000542241	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000536629	ENSG00000134532	2.653	0	0	0	0	0	0	0
ENST00000536911	ENSG00000134532	0	1	1	1	0	0	0	0
ENST00000546118	ENSG00000256473	0	0	0	0	0	0	0	0
ENST00000704300	ENSG00000134532	0	0	0	0	2.849	4.137	0	1
ENST00000441133	ENSG00000134532	0	0	0	3	0	0	0	0
ENST00000538083	ENSG00000134532	0	2.089	0	0	0	0	0	0
ENST00000536729	ENSG00000134532	1	2	1	0	0	2.613	0	0
ENST00000446891	ENSG00000134532	1	0	0	0	0	0	0	0
ENST00000536850	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000401373	ENSG00000216192	0	0	0	0	0	0	0	0
ENST00000670751	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000657983	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000662250	ENSG00000256120	0	0	2	0	0	0	0	0
ENST00000666329	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000655279	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000668226	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000662701	ENSG00000256120	0	0	0	0	0	0	0	1
ENST00000665959	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000656072	ENSG00000256120	0	0	0	0	0	0	0	9
ENST00000668312	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000540733	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000668875	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000654390	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000539583	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000665769	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000659871	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000661840	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000660859	ENSG00000256120	0	0	0	0	0	0	0	0
ENST00000429944	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000456299	ENSG00000134532	0	0	0	0	0	0	0	0
ENST00000538905	ENSG00000134532	0	2	1	2	0	0	0	2
ENST00000483544	ENSG00000197503	1	0	0	0	0	0	0	5
ENST00000542108	ENSG00000256852	0	0	0	1	0	0	0	5
ENST00000471411	ENSG00000244662	0	0	0	0	0	0	0	0
ENST00000653796	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000661451	ENSG00000255745	0	0	0	0	0	0	0	1
ENST00000660002	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000666550	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000669229	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000654709	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000666553	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000536131	ENSG00000255745	0	0	0	0	0	0	0	0
ENST00000485238	ENSG00000240481	0	0	0	0	0	0	0	2
ENST00000261192	ENSG00000060982	362.539	182.648	213.264	1128.014	1196.053	195.624	388.741	155.762
ENST00000538118	ENSG00000060982	0	0	29.217	22.557	183.275	25.857	70.303	0
ENST00000342945	ENSG00000060982	74.695	49.352	0	229.546	51.738	12.319	0	0
ENST00000539282	ENSG00000060982	4.25	0	13.518	7.636	13.744	2.607	0	0
ENST00000543099	ENSG00000060982	0	0	0	0	0	0	0	0
ENST00000539780	ENSG00000060982	0	0	0	1.763	0	0	3.317	0
ENST00000545410	ENSG00000256482	0	0	0	0	0	0	0	2
ENST00000544418	ENSG00000060982	2.516	0	0	7.484	5.191	1.594	2.64	5.238
ENST00000612790	ENSG00000060982	0	0	0	0	0	0	0	0
ENST00000546285	ENSG00000060982	0	0	0	0	0	0	0	0
ENST00000625186	ENSG00000278969	1	1	3	13	4	0	4	23
ENST00000355164	ENSG00000060982	0	0	0	0	0	0	0	1
ENST00000546353	ENSG00000255921	0	0	0	0	0	0	0	0
ENST00000396004	ENSG00000213736	0	0	0	0	0	0	0	0
ENST00000623395	ENSG00000226397	0	0	0	0	0	0	0	1
ENST00000549262	ENSG00000226397	0	0	0	0	0	0	0	2
ENST00000434912	ENSG00000226397	0	0	0	0	0	0	0	0
ENST00000636465	ENSG00000118308	0	1.538	5.098	5.25	0	1.523	0	0
ENST00000557270	ENSG00000118308	0	0	0	0	0	0	0	0
ENST00000556485	ENSG00000118308	0	0	0	0	0	4.632	1.317	0
ENST00000555165	ENSG00000118308	0	0	0	0	0	0	0	0
ENST00000555141	ENSG00000118308	0	3.253	0	0	3.204	1.562	0	0
ENST00000550945	ENSG00000118308	0	20.259	95.754	0	0	44.035	0	114.985
ENST00000361433	ENSG00000118308	71.926	31.412	15.659	63.773	65.001	75.741	26.109	6.338
ENST00000557489	ENSG00000118308	67.646	101.234	96.457	99.165	121.754	136.147	107.732	56.258
ENST00000354454	ENSG00000118308	545.896	215.843	574.031	1280.52	950.831	368.919	732.185	300.519
ENST00000536173	ENSG00000118308	0	0	17.83	0	0	0	0	0
ENST00000548766	ENSG00000118308	68.448	16.178	47.266	134.483	57.908	47.707	63.745	41.011
ENST00000554942	ENSG00000118308	26.176	29.427	30.394	50.646	41.463	9.677	25.309	17.818
ENST00000556887	ENSG00000118308	1043.174	283.678	648.255	1690.305	877.766	512.772	1019.916	539.471
ENST00000547044	ENSG00000118308	92.664	40.472	53.471	106.272	112.258	44.49	56.017	41.784
ENST00000549437	ENSG00000118308	157.368	46.187	163.392	309.755	179.857	94.892	203.737	180.14
ENST00000554272	ENSG00000118308	16.879	1.887	16.049	33.447	37.924	5.203	27.872	25.214
ENST00000557472	ENSG00000118308	1.557	0	1.892	0	0	7.163	0	0
ENST00000555885	ENSG00000118308	7	1	13	23	14	5	25	7
ENST00000555897	ENSG00000258546	1	0	0	0	0	0	0	4
ENST00000555862	ENSG00000258449	0	0	0	0	0	0	0	0
ENST00000555877	ENSG00000118308	0	0	0	0	0	0	0	0
ENST00000553398	ENSG00000118308	88.265	32.947	101.453	192.684	167.952	50.537	143.06	105.463
ENST00000622162	ENSG00000276842	0	0	1	1	0	0	0	0
ENST00000555194	ENSG00000118308	0	1.684	0	3.699	1.081	0	0	0
ENST00000395987	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000556006	ENSG00000118307	0	0	0	0	0	0	0	1
ENST00000354189	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000320267	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000395990	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000554533	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000545133	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000674567	ENSG00000118307	0	0	0	3	0	0	2	0
ENST00000676236	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000557684	ENSG00000118307	0	4	0	0	0	1	0	0
ENST00000555554	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000556547	ENSG00000118307	1	0	0	0	0	0	0	0
ENST00000556467	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000554347	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000555240	ENSG00000118307	0	0	0	0	0	0	0	0
ENST00000557540	ENSG00000205707	0	10.576	0	0	5.139	0	13.104	0
ENST00000381356	ENSG00000205707	70.06	43.582	96.549	49.714	57.954	22.346	33.994	33.025
ENST00000555711	ENSG00000205707	0	0	0	0	0	0	0	0
ENST00000554266	ENSG00000205707	0	0	0	0	0	0	0	0
ENST00000556351	ENSG00000205707	0	0	0	0	0	0	0	0
ENST00000556927	ENSG00000205707	0	0	0	0	0	0	0	0
ENST00000555151	ENSG00000205707	4	14	24	11	5	5	9	5
ENST00000556402	ENSG00000205707	10.94	13.842	13.451	18.286	1.907	11.654	7.903	13.975
ENST00000553788	ENSG00000205707	10	6	12	6	16	4	8	9
ENST00000556198	ENSG00000205707	0	0	0	0	0	0	0	0
ENST00000690406	ENSG00000133703	0	0	0	0	0	0	0	0
ENST00000256078	ENSG00000133703	82.231	0	0	208.022	145.169	55.924	211.899	0
ENST00000311936	ENSG00000133703	1495.484	967.901	1298.222	2041.789	1088.829	1199.512	1204.958	740.398
ENST00000686877	ENSG00000133703	9.937	0	0	0	0	0	0	0
ENST00000685328	ENSG00000133703	0	0	70.929	27.456	24.355	20.594	152.908	0
ENST00000693229	ENSG00000133703	26.452	21.93	20.394	140.14	209.577	17.66	51.41	0
ENST00000687356	ENSG00000133703	0	0	72.925	80.397	0	50.403	44.071	79.506
ENST00000692768	ENSG00000133703	0	0	357.492	0	273.247	0	265.61	0
ENST00000688940	ENSG00000133703	0	8.236	0	0	0	0	0	0
ENST00000690804	ENSG00000133703	0	0	0	0	0	0	0	0
ENST00000557334	ENSG00000133703	0	0	0	0	0	0	2.732	0
ENST00000688228	ENSG00000133703	32.023	31.635	74.915	82.514	50.264	20.501	45.806	21.095
ENST00000612734	ENSG00000274987	6	9	13	7	7	9	10	11
ENST00000620933	ENSG00000275197	1	2	1	0	0	0	0	0
ENST00000686969	ENSG00000133703	0	91.298	38.771	122.701	0	71.913	0	93
ENST00000556131	ENSG00000133703	104.873	0	102.352	63.98	106.559	29.493	143.606	0
ENST00000622671	ENSG00000278743	21	8	36	30	28	33	14	20
ENST00000701801	ENSG00000289928	0	2	2	0	0	0	3	3
ENST00000364569	ENSG00000201439	0	0	0	0	0	0	0	0
ENST00000480211	ENSG00000241846	0	0	0	0	0	0	0	0
ENST00000543629	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000625067	ENSG00000279173	0	0	2	0	1	0	0	17
ENST00000538746	ENSG00000256079	0	0	0	0	0	0	0	10
ENST00000545422	ENSG00000255988	0	0	0	0	0	0	0	0
ENST00000282881	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000458174	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000539744	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000445693	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000413632	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000539523	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000545543	ENSG00000152936	0	0	0	0	0	0	0	2
ENST00000538178	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000540106	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000542224	ENSG00000152936	0	0	0	0	0	0	0	0
ENST00000546101	ENSG00000257009	0	0	0	0	0	0	0	0
ENST00000535066	ENSG00000257009	0	0	0	0	0	0	0	0
ENST00000411018	ENSG00000222950	0	0	0	0	0	0	0	0
ENST00000536949	ENSG00000256686	0	0	0	0	0	0	0	0
ENST00000543961	ENSG00000255725	0	1	1	0	0	0	1	6
ENST00000545704	ENSG00000256440	0	0	0	0	0	0	0	0
ENST00000638058	ENSG00000283603	0	0	0	0	0	0	0	0
ENST00000544399	ENSG00000256256	0	0	0	0	0	0	0	0
ENST00000545729	ENSG00000246695	0	0	1	0	0	0	0	2.975
ENST00000671391	ENSG00000246695	0	0	0	0	0	0	0	8.025
ENST00000500276	ENSG00000246695	0	0	0	0	1	0	0	9.109
ENST00000658700	ENSG00000246695	0	2	0	0	0	0	0	13.044
ENST00000663439	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000665934	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000660703	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000657944	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000670839	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000669929	ENSG00000246695	0	0	0	0	0	0	0	14.846
ENST00000537801	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000663256	ENSG00000246695	0	0	0	0	0	0	1	0
ENST00000502069	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000545226	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000671454	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000546134	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000535436	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000542086	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000500102	ENSG00000246695	0	0	0	0	0	0	0	0
ENST00000656802	ENSG00000246695	0	0	0	0	0	0	0	10
ENST00000688511	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000689434	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000689635	ENSG00000123094	5.33	0	0	0	0	0	0	40.949
ENST00000381352	ENSG00000123094	0	0	0	0	0	0	0	8.051
ENST00000538081	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000535907	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000405154	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000615708	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000542865	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000541490	ENSG00000123094	0	5	12	6.728	5	4	3	0
ENST00000542004	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000538365	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000542315	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000537946	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000541218	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000282884	ENSG00000123094	0	0	0	0	0	0	0	0
ENST00000545413	ENSG00000123094	3.67	0	0	0	0	0	0	0
ENST00000539545	ENSG00000123094	0	0	0	3.272	0	0	0	0
ENST00000242728	ENSG00000123095	3	21	15	8	2	12	3	27
ENST00000538142	ENSG00000123096	0	0	2.33	1	0	1	0	1
ENST00000534829	ENSG00000123096	0	0	0	0	0	0	0	0
ENST00000394326	ENSG00000123095	0	0	0	0	0	0	0	0
ENST00000541271	ENSG00000123095	0	0	0	0	0	0	0	0
ENST00000535914	ENSG00000256894	0	0	0	0	0	0	0	0
ENST00000545819	ENSG00000256894	0	0	0	0	0	0	0	0
ENST00000539019	ENSG00000123096	4	11	8	1	4	7	3	4
ENST00000540266	ENSG00000123096	0	0	0	0	0	0	0	0
ENST00000671460	ENSG00000286752	0	0	1	0	0	0	0	16
ENST00000422622	ENSG00000123096	24	31.042	54.67	24	19	20	18	38
ENST00000544231	ENSG00000123096	0	1	0	0	0	0	0	0
ENST00000242729	ENSG00000123096	0	18.958	0	0	0	0	0	0
ENST00000535504	ENSG00000123096	0	0	0	0	0	0	0	0
ENST00000540392	ENSG00000256234	0	0	1	0	0	0	0	1
ENST00000537525	ENSG00000255750	0	0	0	0	0	0	0	4
ENST00000659327	ENSG00000255750	0	0	0	0	0	0	0	0
ENST00000540625	ENSG00000255750	0	0	0	0	0	0	0	0
ENST00000541940	ENSG00000255750	0	0	0	0	0	0	0	1
ENST00000621404	ENSG00000278095	0	0	1	0	0	0	0	8
ENST00000669209	ENSG00000255858	0	3	2	0	0	0	0	1
ENST00000539552	ENSG00000288532	0	0	0	0	0	0	0	0
ENST00000535324	ENSG00000255968	0	1	0	0	0	0	0	0
ENST00000381340	ENSG00000123104	2280.48	2245.917	3659.433	3898.228	3689.377	2869.777	2267.16	1970.738
ENST00000537724	ENSG00000256185	0	0	0	0	0	0	0	0
ENST00000391247	ENSG00000212549	0	0	0	0	0	0	0	0
ENST00000451599	ENSG00000123104	39.142	8.447	52.849	91.19	70.658	21.119	65.193	29.765
ENST00000538984	ENSG00000123104	7.283	8.807	0	8.45	6.93	7.43	5.98	0
ENST00000540429	ENSG00000123104	0	0	2.456	3.161	3.682	1.124	0	1.154
ENST00000543958	ENSG00000123104	4.771	13.762	8.519	4.511	8.432	4.333	6.097	0
ENST00000545902	ENSG00000123104	0	16.922	0	0	0	0	0	0
ENST00000414098	ENSG00000234428	0	0	0	0	0	0	0	0
ENST00000540791	ENSG00000123104	9.225	8.01	12.857	8.99	10.875	2.378	0	7.779
ENST00000545235	ENSG00000123104	13.288	0	0	0	0	0	0	0
ENST00000242737	ENSG00000123104	0	0	0	0	0	0	0	0
ENST00000536627	ENSG00000123104	2.811	6.135	8.885	6.469	7.046	8.839	2.57	8.564
ENST00000541141	ENSG00000256640	0	0	0	0	0	0	0	2
ENST00000538155	ENSG00000064102	14.189	1.535	15.874	0	0	11.378	0	0
ENST00000261191	ENSG00000064102	98.811	198.465	307.413	117.427	93.471	191.128	52	120.788
ENST00000538016	ENSG00000064102	0	0	3.709	0	0	0	0	0
ENST00000542392	ENSG00000064102	0	0	0	0	0	3.27	0	0
ENST00000536232	ENSG00000064102	0	0	0	0	0	0	0	0
ENST00000538727	ENSG00000064102	0	0	0	0	0	1.187	0	0
ENST00000544548	ENSG00000064102	0	0	0	0	0	0	0	0
ENST00000538748	ENSG00000064102	1	2	2.093	0	2	1	2	2.212
ENST00000537336	ENSG00000064102	0	0	15.911	1.573	4.529	7.038	0	0
ENST00000229395	ENSG00000111790	304.116	339.798	158.561	153.641	127.169	232.915	113.992	74.45
ENST00000544111	ENSG00000111790	0	0	0	0	0	1.093	1.053	1.006
ENST00000395941	ENSG00000111790	45.169	107.744	119.3	85.293	46.042	97.001	56.261	54.243
ENST00000546072	ENSG00000111790	80.908	794.508	148.793	96.533	64.57	267.256	156.804	120.014
ENST00000327214	ENSG00000111790	854.954	525.865	704.361	745.121	336.895	479.249	493.157	162.562
ENST00000538172	ENSG00000111790	411.854	409.085	517.985	485.412	386.324	397.487	346.733	205.725
ENST00000343028	ENSG00000064115	204.626	290.511	406.506	260.253	155.828	291.607	126.767	195.613
ENST00000500632	ENSG00000247903	8	11	9	8	4	3	9	11
ENST00000544179	ENSG00000064115	11.723	22.489	14.974	13.296	4	16.383	4.08	14.987
ENST00000545344	ENSG00000064115	0	7.8	0	0	0	0	7.603	0
ENST00000545303	ENSG00000064115	4.383	0	0	2.787	0	0	2.494	8.166
ENST00000537406	ENSG00000064115	0	0	0	0	0	0	0	0
ENST00000535260	ENSG00000064115	0	1.8	0	0	1.613	0	2.134	0
ENST00000543882	ENSG00000064115	13.553	8.461	5.584	9.998	0	6.963	7.293	2.751
ENST00000541081	ENSG00000064115	2	7	9	5	4	2	1	5
ENST00000542667	ENSG00000064115	3.048	0	0	0	0	1.583	0	0
ENST00000543655	ENSG00000064115	0	3.8	17.261	0	10.923	12.92	0	0
ENST00000535819	ENSG00000064115	2.747	0	0	0	0	1.819	0	0
ENST00000543803	ENSG00000064115	0	2.505	1.167	0	2.126	4.725	1.101	1.131
ENST00000542019	ENSG00000064115	0	9.327	0	4.432	0	0	1.638	0
ENST00000539741	ENSG00000064115	1.797	0	1.222	0	0	0	4.896	0
ENST00000543088	ENSG00000064115	0	19.685	12.461	0	6.262	0	11.288	6.248
ENST00000535423	ENSG00000064115	1.003	2.078	0	1	1	2	1	0
ENST00000512808	ENSG00000064115	4.71	2.545	2.58	1.234	3.249	0	2.583	1.051
ENST00000545600	ENSG00000064115	1.411	0	1.244	0	0	0	1.121	1.054
ENST00000539399	ENSG00000064115	0	0	0	0	0	0	0	0
ENST00000546323	ENSG00000152944	16.955	13.074	18.048	17.034	17.897	44.444	11.443	1.983
ENST00000536503	ENSG00000152944	104.676	82.226	153.963	135.828	87.492	63.594	108.235	57.227
ENST00000282892	ENSG00000152944	201.078	348.622	503.55	310.094	168.611	238.633	154.223	143.696
ENST00000536711	ENSG00000152944	5.291	2.078	8.439	3.043	2	15.329	2.099	1.094
ENST00000538186	ENSG00000152944	0	0	5	0	3	0	1.856	0
ENST00000621885	ENSG00000152944	0	0	0	0	0	0	0	0
ENST00000620519	ENSG00000275764	77	146	167	133	60	101	59	70
ENST00000544998	ENSG00000152944	2	7	0	0	0	0	3.144	1
