tx	gene_id	H2	H27	H45	H47	H56	H74	H87	H91
ENST00000538304	ENSG00000226091	32.799018	12.26832	12.420872	127.636881	115.203801	11.513728	63.211671	46.209366
ENST00000536539	ENSG00000226091	38.005615	0	0	94.875212	59.598771	0	70.453999	0
ENST00000641832	ENSG00000284687	0	85.063845	0	0	0	0	0	0
ENST00000642101	ENSG00000284673	84.351981	0	135.855561	98.300478	0	0	0	0
ENST00000693495	ENSG00000288954	20.718289	6.279262	0	11.983553	28.504752	5.666516	3.894084	0
ENST00000545435	ENSG00000256136	0	0	0	0	0	0	0	0
ENST00000425390	ENSG00000238152	0	0	0	0	0	0	0	0
ENST00000439409	ENSG00000214487	0	0	0	0	0	0	0	0
ENST00000544395	ENSG00000177586	0	0	0	0	0	0	0	0
ENST00000382073	ENSG00000205846	29.975583	37.972354	28.901218	54.457899	27.170118	18.023007	29.07993	15.819607
ENST00000477936	ENSG00000243830	1.958077	0	16.387494	6.249641	5.954206	0	8.117554	24.826709
ENST00000364910	ENSG00000201780	0	0	0	0	0	0	0	0
ENST00000382064	ENSG00000166527	0	0	0	0	0	0	0	0
ENST00000501248	ENSG00000246115	0	0	0	0	0	0	0	0
ENST00000299665	ENSG00000166527	658.639056	146.238382	88.762856	1827.191025	1235.766893	94.737747	1603.170305	342.909345
ENST00000299663	ENSG00000166523	1048.684552	113.214156	162.137839	2884.172333	1531.717469	164.766152	2951.244752	825.175773
ENST00000446457	ENSG00000166523	5.374226	0	11.768429	46.659412	21.186309	0	6.601626	0
ENST00000545274	ENSG00000166523	972.286795	71.006103	128.108658	1712.572921	798.495776	79.536348	1616.692967	609.382364
ENST00000537698	ENSG00000166523	0	0	0	21.870015	0	0	0	0
ENST00000450725	ENSG00000166523	62.456235	0	11.813369	123.028902	43.313865	36.332016	75.207271	0
ENST00000446809	ENSG00000166523	1261.517738	122.721682	414.299235	4290.342259	1784.173208	170.297791	2994.535911	799.839834
ENST00000542819	ENSG00000255801	34.147669	22.876279	7.735291	104.216719	45.901551	3.478564	124.058247	58.411633
ENST00000688386	ENSG00000255801	185.472707	9.387915	91.938483	627.698108	168.835588	8.218078	572.54507	191.258243
ENST00000702427	ENSG00000255801	61.997794	10.788445	24.46455	127.26622	34.822361	10.745926	230.337869	0
ENST00000686360	ENSG00000255801	1375.469139	272.460828	504.60095	5308.821769	1850.158438	448.058586	3987.455637	1424.898618
ENST00000459455	ENSG00000238943	0	0	0	0	0	0	0	0
ENST00000516918	ENSG00000252727	0	0	0	0	0	0	0	0
ENST00000537228	ENSG00000111732	0	0	0	0	0	0	0	0
ENST00000229335	ENSG00000111732	0	0	0	0	0	0	0	0
ENST00000545576	ENSG00000111732	0	0	0	0	0	0	0	48.33763
ENST00000696271	ENSG00000111732	0	0	1.017843	7.200386	0	0	0	0
ENST00000696246	ENSG00000111732	0	0	0	0	0	0	3.880683	0
ENST00000696272	ENSG00000111732	1.840429	0	1.70189	0	0	1.737817	8.254502	15.894587
ENST00000696273	ENSG00000111732	0	0	0	0	0	0	0	0
ENST00000543081	ENSG00000111732	0	3.163823	0	0	2.222732	0	0	0
ENST00000544516	ENSG00000111732	0	0	0	0	0	0	0	0
ENST00000625042	ENSG00000280345	0	0	0	0	0	0	0	29.019858
ENST00000540341	ENSG00000255967	0	0	0.56416	0	0	0.513553	0	45.448927
ENST00000535411	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000543467	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000359478	ENSG00000197614	0	0	0	0	0	0	0	21.805853
ENST00000433590	ENSG00000197614	0.357825	0	0.5578	0	0.494904	0	0	0
ENST00000396549	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000543369	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000544211	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000535336	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000540087	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000538694	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000537009	ENSG00000197614	1.932581	0	0	0	0	0	0	0
ENST00000534833	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000544889	ENSG00000197614	0	0	0	0	0	0	0	41.076734
ENST00000538107	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000537128	ENSG00000197614	0	0	0	0	0	0	0	0
ENST00000539089	ENSG00000255829	0	0	0	0	0	0	0	0
ENST00000544922	ENSG00000255829	0	0	0	0	0	0	0	0
ENST00000545370	ENSG00000256004	0	0	0	0	0	0	0	28.264757
ENST00000538758	ENSG00000166532	0	4.181127	3.914405	0	0	3.595879	0	14.223989
ENST00000544257	ENSG00000166532	2.228958	0	0	0	0	0	4.604554	0
ENST00000541044	ENSG00000166532	0	0	4.815679	0	0	0	0	0
ENST00000539923	ENSG00000166532	0	0	0	0	0	0	0	0
ENST00000537189	ENSG00000166532	0	0	0	4.866104	0	0	0	0
ENST00000357529	ENSG00000166532	0	12.276681	15.102336	1.725629	0.579909	4.549145	0	34.677967
ENST00000535829	ENSG00000166532	16.894973	39.986663	80.080433	43.086258	20.923212	50.102288	39.404204	110.607406
ENST00000299673	ENSG00000166532	0	0	0	0	0	0	0	0
ENST00000538135	ENSG00000166532	2.423666	0	0	0	0	0	0.986857	0
ENST00000619374	ENSG00000166532	0	7.502567	15.534834	5.619182	5.586625	13.211611	0	14.804175
ENST00000497462	ENSG00000244131	0	0	3.016951	0	0	2.721888	3.742287	0
ENST00000537288	ENSG00000256661	0	0	0	0	0	0	0	68.839245
ENST00000542232	ENSG00000166532	0	3.810776	0	3.137149	0	0	0	0
ENST00000504495	ENSG00000166532	6.744657	30.851369	50.908619	17.880813	11.196831	25.034752	14.384989	106.490347
ENST00000510357	ENSG00000166532	0	0	0	0	0	0	0	0
ENST00000656408	ENSG00000249790	701.709084	326.613972	0	198.768579	173.542261	760.064477	359.748042	1131.580794
ENST00000422780	ENSG00000249790	438.332978	147.633543	0	32.692944	209.17885	446.453262	308.057625	6661.74613
ENST00000654855	ENSG00000249790	210.969743	66.714136	0	17.812943	98.77733	136.536625	33.120442	567.434991
ENST00000540299	ENSG00000249790	18.428566	66.418991	0	6.08345	0	24.539076	49.992908	20.85035
ENST00000514568	ENSG00000249790	687.179644	455.445057	0	141.390177	214.044241	1083.104166	370.488481	1301.342033
ENST00000394240	ENSG00000256904	0	0	0	0	0	0	0	34.247103
ENST00000299698	ENSG00000166535	0	0	0.702581	0	0	0	0	23.39445
ENST00000537546	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000541459	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000536789	ENSG00000166535	0	0	0	0	0	0	0	130.935162
ENST00000539547	ENSG00000166535	0	0	0	0.340893	0	0	0	0
ENST00000545692	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000540049	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000545850	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000631830	ENSG00000282022	0	0	0	0	0	0	0	112.990989
ENST00000537475	ENSG00000166535	0	0	0	0	0	0	0	0
ENST00000538657	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000544916	ENSG00000111752	4.475558	28.343377	45.868158	16.77754	15.766546	29.297989	12.679603	112.788615
ENST00000543824	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000433847	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000433083	ENSG00000111752	4.871775	19.612138	34.91596	0	0	0	0	29.724184
ENST00000544539	ENSG00000111752	0	0	0	0	0	0	0	99.485174
ENST00000539063	ENSG00000111752	0	0	0	0	0	15.301159	5.534173	0
ENST00000540574	ENSG00000111752	0	0	0	0	0.84469	1.29733	0	2.096075
ENST00000541181	ENSG00000111752	0	4.794614	10.690787	0	0	0	0	0
ENST00000542346	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000539928	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000537610	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000535510	ENSG00000111752	0	0	0	0	0	0	0	0
ENST00000540809	ENSG00000111752	6.955089	8.770067	21.245083	10.465233	10.464272	2.445902	3.053087	58.692259
ENST00000000412	ENSG00000003056	453.121977	846.757025	1694.641969	758.440034	519.755136	1108.717628	641.29782	2512.493859
ENST00000539143	ENSG00000003056	4.077675	0	12.730454	4.293432	0	0	7.714976	18.704373
ENST00000541507	ENSG00000003056	0	0	0	0	0	0	0	0
ENST00000536844	ENSG00000003056	11.549223	52.835737	62.959172	13.93223	21.625432	44.919617	14.486249	120.380008
ENST00000544193	ENSG00000003056	0	0	0	0	0	0	0	0
ENST00000543704	ENSG00000003056	0	0	0	0	0	0	0	279.089133
ENST00000537621	ENSG00000003056	52.613973	204.719656	292.350419	104.395883	15.796089	162.352268	29.889823	272.230797
ENST00000543258	ENSG00000003056	0	0	14.77827	0	0	0	0	18.316716
ENST00000543834	ENSG00000003056	5.877748	9.806662	0	36.155914	0	23.31046	0	0
ENST00000544245	ENSG00000003056	24.28199	210.059896	70.168413	35.903962	0	51.6315	0	0
ENST00000540837	ENSG00000003056	6.612831	14.665354	107.190842	27.1654	12.719948	54.054931	35.333985	112.460084
ENST00000543845	ENSG00000003056	0	8.360855	3.823487	0	0	0	0	0
ENST00000543159	ENSG00000003056	22.937007	79.08848	133.644218	35.359791	36.887941	56.343673	38.539321	258.49035
ENST00000539240	ENSG00000139187	0	31.472855	21.834303	29.997528	0	0	0	0
ENST00000544226	ENSG00000139187	16.329186	174.774356	93.161643	13.476171	13.267058	108.004488	25.704479	105.190667
ENST00000538029	ENSG00000139187	0	6.182144	20.377384	11.982184	0	11.336295	0	0
ENST00000541957	ENSG00000139187	0	0	0	0	0	0	0	0
ENST00000545706	ENSG00000257105	0	0	0	0	0	0	0	0
ENST00000356986	ENSG00000139187	55.012869	715.007944	570.56661	109.674202	68.644218	433.604523	53.507757	447.2452
ENST00000266551	ENSG00000139187	0	0	0	2.300358	0	5.985281	0	20.469802
ENST00000543895	ENSG00000139187	18.202155	68.011914	137.449453	5.793092	7.676815	153.300993	0	21.557157
ENST00000391992	ENSG00000213049	0	0	1.668246	0	0	0	0	44.570984
ENST00000544463	ENSG00000255776	21.19409	355.682135	233.653814	54.92027	29.01235	169.39366	2.246802	185.110449
ENST00000538094	ENSG00000214851	0	1.845953	4.101628	0	0.520003	0.533342	0	0
ENST00000675544	ENSG00000214851	0	0	0	0	0	0	0	13.834981
ENST00000667950	ENSG00000245105	42.313433	294.405233	317.5151	62.082993	61.751992	164.982806	43.466659	933.307517
ENST00000670582	ENSG00000245105	10.447172	424.125404	421.205865	81.64674	0	383.477787	0	0
ENST00000499762	ENSG00000245105	0	22.160237	4.897632	6.701979	0	0	1.755481	61.755161
ENST00000648157	ENSG00000245105	14.396958	145.48396	0	0	0	89.335649	0	0
ENST00000543436	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000318602	ENSG00000175899	0.508446	2.216051	0.524157	0.250632	0	0.238832	0	0
ENST00000495442	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000495709	ENSG00000175899	0	0	0	0	0	0	0	17.716188
ENST00000545828	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000542567	ENSG00000175899	0	0	0	0	3.518566	0	0	0
ENST00000462568	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000546069	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000472360	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000539638	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000404455	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000467091	ENSG00000175899	0	0	4.289854	0	0	0	0	16.160058
ENST00000497324	ENSG00000175899	0	0	0	0	0	0	0	0
ENST00000540749	ENSG00000256937	28.395262	498.833556	567.890752	96.757695	51.492381	523.082158	16.719458	444.680959
ENST00000540396	ENSG00000256720	16.371498	509.984217	454.562517	112.683863	8.707183	428.719666	11.615462	444.689794
ENST00000261336	ENSG00000126838	0	0	0	0	0	0	0	0
ENST00000535230	ENSG00000126838	0	0	0	0	0	0	0	0
ENST00000448968	ENSG00000256817	0	0	0	0	0	0	0	95.06341
ENST00000539983	ENSG00000126838	0	0	2.761825	0	0	0	0	0
ENST00000546197	ENSG00000126838	0	0	0	0	0	0	0	5.572981
ENST00000540995	ENSG00000126838	0	0	0	0	0	0	0	0
ENST00000543108	ENSG00000126838	0	0	0	0	0	0	0	0
ENST00000546116	ENSG00000126838	0	0	2.355267	0	0	0	0	0
ENST00000543404	ENSG00000291190	0	0	0	0	0	0	0	0
ENST00000566278	ENSG00000256069	0	0	0	0	0	0	0	0
ENST00000635744	ENSG00000283429	0	0	0	0	0	0	0	0
ENST00000426188	ENSG00000231503	0	0	0	0	0	0	0	47.129231
ENST00000427111	ENSG00000237248	4.642033	73.295614	95.51477	16.289531	4.579169	70.509629	3.25316	91.128557
ENST00000647751	ENSG00000237248	5.666454	59.403906	40.357225	6.426991	0.999458	33.607264	1.407334	55.76333
ENST00000538219	ENSG00000237248	0	0	0	0	0	0	0	0
ENST00000545343	ENSG00000291254	0	0	0	0	0	0	0	0
ENST00000544183	ENSG00000291254	0	0	0	0	0	0	0	0
ENST00000539757	ENSG00000111788	2.450394	6.195087	22.704472	5.702275	0.735881	16.572912	0.496582	30.296322
ENST00000391138	ENSG00000212440	0	0	0	0	0	0	0	0
ENST00000543664	ENSG00000255753	0	0	0	0	0	0	0	0
ENST00000659900	ENSG00000286911	0	0	2.745046	0	0	2.491451	0	36.719903
ENST00000652834	ENSG00000260423	0	0	0	0	0	0	0	0
ENST00000664173	ENSG00000260423	0	0	0	0	0	0	0	0
ENST00000659516	ENSG00000287577	0	0	3.831085	0	0	0	0	19.531481
ENST00000663918	ENSG00000260423	0	0	0	0	0	0	0	0
ENST00000670355	ENSG00000260423	0	0	0	0	0	0	0	0
ENST00000656801	ENSG00000260423	0.698956	0	0	0	0	0	0	0
ENST00000567749	ENSG00000260423	0	0	3.038198	0	0	0	0	19.010088
ENST00000668237	ENSG00000260423	0	0	0	0	0	0.550892	0.762326	0
ENST00000657625	ENSG00000260423	0	0	0	0	0	0	0	0
ENST00000656726	ENSG00000260423	0	0	0	0	0	0	0	20.437679
ENST00000662934	ENSG00000260423	0	0	0	0	0	1.755136	0	0
ENST00000652814	ENSG00000260423	0	0.969578	0	0	0	0	0	0
ENST00000540982	ENSG00000256673	0	0	0	0	0	0	0	0
ENST00000621330	ENSG00000278635	0	0	0	0	0	0	0	0
ENST00000432996	ENSG00000214826	1.017903	9.699806	13.175475	4.824257	4.852461	5.385078	2.142346	21.129078
ENST00000391130	ENSG00000212432	0	0	0	0	0	0	0	0
ENST00000641608	ENSG00000284634	1.944262	6.413796	7.782499	1.486623	0	1.41176	0	5.943817
ENST00000641304	ENSG00000284634	0	0	0	0	0	0	1.080506	0
ENST00000641639	ENSG00000214776	1.945329	3.844958	6.373285	2.399603	0.285544	3.299235	0	0
ENST00000545710	ENSG00000256975	0	0	0	0	0	0	0	0
ENST00000645765	ENSG00000291289	1.573215	2.87315	2.90659	0	0.999009	2.030087	0	0
ENST00000520314	ENSG00000290469	0.421486	2.313457	3.338331	0.748488	0.553283	1.490621	0	5.753496
ENST00000642112	ENSG00000284634	1.291021	7.351739	7.541367	0.414808	2.209273	1.580392	1.640968	3.330496
ENST00000229402	ENSG00000111796	74.631511	285.350531	406.247638	62.011315	70.316347	235.940524	50.821625	259.291115
ENST00000633848	ENSG00000284634	34.777597	135.630821	365.698302	40.771551	62.71048	151.403914	63.61165	560.884284
ENST00000391043	ENSG00000212345	0	0	0	0	0	0	0	0
ENST00000611052	ENSG00000284634	3.01249	2.596938	12.477691	2.399678	0	2.536627	6.205672	0
ENST00000576948	ENSG00000284634	0	0	0	0	0	0	0	0
ENST00000426641	ENSG00000233719	0	10.422801	6.686681	1.064878	0	3.037326	0	51.172938
ENST00000573622	ENSG00000272917	34.859992	82.463767	104.345922	23.60926	67.701741	122.891874	4.920906	79.15507
ENST00000546259	ENSG00000256442	0	0	0	0	0	0	0	0
ENST00000653830	ENSG00000256442	0	0	0	0	0	0	0	0
ENST00000671276	ENSG00000256442	0	0	0	0	0	0	0	0
ENST00000575094	ENSG00000291107	240.293118	578.923334	1407.141762	451.065501	538.99878	643.344042	559.057132	1244.692039
ENST00000545363	ENSG00000291107	32.373608	51.265012	47.202505	5.054583	35.967282	44.769321	28.463976	52.021485
ENST00000689503	ENSG00000291107	74.554844	406.727934	374.882309	234.664033	114.877448	192.104473	154.745659	277.509272
ENST00000574035	ENSG00000291107	29.107809	0	83.643769	0	0	8.128594	29.878428	0
ENST00000537668	ENSG00000256594	0	0	6.714646	0	6.163808	29.131631	0	0
ENST00000537616	ENSG00000257027	232.665287	661.455808	1542.284503	465.29418	565.40996	645.220949	646.611577	2001.924395
ENST00000536355	ENSG00000069493	0	35.668596	0	0	0	0	16.272186	213.836368
ENST00000487752	ENSG00000069493	0	39.652125	0	0	0	0	0	0
ENST00000261340	ENSG00000069493	0	40.309501	0	28.027828	20.303079	42.157482	0	0
ENST00000325960	ENSG00000069493	0	0	10.836149	0	0	20.975513	8.763534	0
ENST00000290855	ENSG00000069493	138.125029	522.362727	845.329891	195.735909	164.041935	364.399188	209.875635	876.316733
ENST00000492359	ENSG00000069493	28.187766	71.2818	50.733923	27.142688	34.473006	45.923145	7.645188	53.45511
ENST00000444971	ENSG00000069493	96.639166	381.816678	525.806068	126.982149	128.019248	317.715954	124.851102	539.380377
ENST00000479877	ENSG00000069493	143.018288	784.075955	880.737418	235.291943	207.750542	448.649905	222.401817	745.626349
ENST00000543300	ENSG00000069493	0	34.201539	0	0	0	0	0	0
ENST00000545918	ENSG00000069493	0	0	0	0	0	0	0	0
ENST00000261339	ENSG00000069493	0	0	24.124351	0	0	0	0	0
ENST00000466035	ENSG00000069493	51.596299	195.071702	238.780082	75.858177	52.283934	86.073024	69.4916	93.949913
ENST00000476198	ENSG00000069493	24.657888	80.028748	45.184035	11.4166	15.021001	18.456251	0	0
ENST00000430909	ENSG00000069493	33.118489	0	122.560712	0	0	0	33.698858	97.60836
ENST00000544322	ENSG00000069493	11.486642	0	19.390214	17.90954	9.116599	0	22.106979	0
ENST00000460309	ENSG00000069493	9.436813	0	14.864563	2.790743	12.714219	8.384347	3.858743	0
ENST00000396690	ENSG00000213443	158.803705	377.401656	956.906104	172.54229	218.05042	662.737449	193.693012	464.175726
ENST00000702603	ENSG00000184293	0	3.629647	0	0	0	0	0	41.596329
ENST00000541404	ENSG00000256582	2.290569	46.04271	50.623105	3.710129	3.555791	31.518109	9.606406	44.102879
ENST00000540988	ENSG00000184293	3.561551	20.541501	24.148412	8.141431	2.539438	15.468484	3.559829	70.562018
ENST00000542530	ENSG00000184293	2.311975	11.62122	7.868916	0	0	4.452957	0	14.850315
ENST00000327839	ENSG00000184293	8.470451	42.265793	22.41275	10.68946	5.068579	9.463964	10.439876	10.636284
ENST00000621400	ENSG00000184293	0	0	0	0	0	0	0	0
ENST00000228434	ENSG00000110848	50.918061	178.106753	174.38626	83.594991	64.097456	90.662237	28.169705	68.819103
ENST00000536709	ENSG00000110848	8.17168	47.394611	39.980821	15.513531	6.063214	22.249151	11.01962	60.588042
ENST00000416624	ENSG00000110848	10.556678	48.240915	117.206833	19.814893	23.885981	29.546686	29.690271	64.41365
ENST00000543147	ENSG00000110848	6.327145	7.42313	38.132223	14.116932	6.289268	10.838814	0	0
ENST00000543168	ENSG00000256912	0	0	0	0	0	0	0	0
ENST00000617793	ENSG00000150045	0	19.19476	0	0	0	15.91771	0	33.293317
ENST00000617889	ENSG00000150045	31.79311	228.089217	99.298687	13.30639	51.049317	81.734382	27.941928	154.877944
ENST00000279545	ENSG00000150045	0	0	0	0	0	0	0	0
ENST00000354855	ENSG00000150045	7.157785	0	0	0	0	0	0	0
ENST00000612321	ENSG00000150045	0	0	0	0	0	0	0	0
ENST00000537723	ENSG00000150045	2.278793	0	0	0	0	3.757192	0	0
ENST00000545196	ENSG00000150045	1.802554	0	0	0	5.776122	0	0	0
ENST00000616259	ENSG00000150045	52.234911	142.992115	146.423416	60.455162	73.592189	61.131768	0	188.715684
ENST00000228438	ENSG00000110852	140.838387	170.363649	214.085811	151.595622	239.931357	100.016099	140.472838	471.213245
ENST00000538152	ENSG00000110852	139.686675	157.823785	123.138558	148.961324	157.000672	113.967757	213.935598	144.40834
ENST00000540743	ENSG00000110852	289.456424	266.711681	311.271812	335.416971	463.13844	145.758766	188.947058	797.785818
ENST00000539028	ENSG00000110852	170.028682	0	151.32337	225.905557	0	195.507894	349.116587	0
ENST00000545258	ENSG00000255882	4.608512	2.550288	2.522303	9.62668	2.276109	4.559403	0	28.765563
ENST00000535540	ENSG00000256797	0	0	0	0	0	0	0	0
ENST00000339766	ENSG00000188393	1.495888	0	0	0	2.21102	0	0	0
ENST00000455827	ENSG00000188393	0	0	0	0	0	0	0	0
ENST00000667501	ENSG00000225231	2.857267	0	0	0.368971	1.025569	0.351485	0.973344	4.408824
ENST00000663603	ENSG00000225231	2.149071	0	0	0	0	0	0	0
ENST00000412084	ENSG00000225231	0	3.633316	0	0	0	0	0	0
ENST00000655933	ENSG00000225231	5.745253	6.531374	0.335279	0	0	0	0	42.52046
ENST00000670937	ENSG00000225231	6.398953	5.21678	1.158702	0	1.033376	0	0	44.328494
ENST00000420905	ENSG00000231560	1.195693	0.651645	0.925656	0.295062	1.365882	1.405679	0.389346	14.220808
ENST00000355690	ENSG00000172322	54.133561	0	0	0	0	2.067344	16.713255	0
ENST00000304361	ENSG00000172322	1241.60151	554.393295	360.082388	591.74815	290.759101	271.984691	268.730535	1058.613503
ENST00000396507	ENSG00000172322	428.202898	105.635183	87.906613	183.645245	256.086567	80.653563	153.32284	306.607001
ENST00000434319	ENSG00000172322	475.718266	229.341136	150.487261	198.900925	75.811625	86.396043	131.649469	313.118453
ENST00000449959	ENSG00000172322	120.009106	93.682113	54.126035	49.150271	8.657614	34.586811	50.718874	165.547086
ENST00000350667	ENSG00000172322	99.61626	96.177851	8.280331	39.939872	38.89937	3.683882	20.144799	60.394667
ENST00000543839	ENSG00000172322	362.549092	213.68427	120.899625	199.092494	67.358725	40.762354	83.156557	415.779309
ENST00000398937	ENSG00000165682	4.198091	4.643936	22.089717	15.764478	0	13.992076	8.262618	67.280962
ENST00000428126	ENSG00000165682	0.332252	1.074232	1.557104	1.458854	3.155124	1.24412	0	9.870427
ENST00000348658	ENSG00000165682	1.763948	10.142774	7.937859	20.557073	0	0	7.506108	0
ENST00000298527	ENSG00000165682	32.978189	95.539174	44.512846	58.25434	14.593032	55.70922	43.924665	56.827586
ENST00000544853	ENSG00000256660	17.564182	13.429692	3.411952	9.08681	6.855113	0	0	0
ENST00000338896	ENSG00000256660	25.769072	43.144702	23.161729	20.778317	3.628538	7.84236	11.771115	28.870137
ENST00000396502	ENSG00000256660	18.870697	0	0	5.496156	2.972516	0	0	36.858318
ENST00000535903	ENSG00000256660	52.831555	67.608202	21.612039	24.698312	7.922086	11.642868	63.797818	32.556893
ENST00000539155	ENSG00000256660	0	16.211866	11.52924	0	0	6.040586	5.820121	0
ENST00000544225	ENSG00000256803	0	0	0	0	7.967819	0	2.759488	0
ENST00000544751	ENSG00000197992	0	0	1.107937	7.73003	6.913684	3.165998	0	18.270457
ENST00000355819	ENSG00000197992	10.401596	6.500426	10.097297	4.230512	6.893736	16.146603	10.315148	37.776183
ENST00000538284	ENSG00000256626	0	0	0	0	0	0	0	0
ENST00000538482	ENSG00000197992	6.542149	0	2.12647	18.268732	7.678916	7.698979	9.136201	32.395977
ENST00000315330	ENSG00000150048	17.211091	4.459835	4.542973	13.678682	19.69866	3.149993	24.925653	34.606196
ENST00000457018	ENSG00000150048	0	0	0	0	23.406489	4.855205	0	64.105752
ENST00000420265	ENSG00000150048	17.68045	0	9.324025	5.589954	0	0	0	0
ENST00000544104	ENSG00000150048	2.269552	0	3.854549	0	7.037132	0	0	0
ENST00000411110	ENSG00000223042	0	0	0	0	0	0	0	0
ENST00000414501	ENSG00000150048	0	0	0	0	3.530889	0	0	29.205816
ENST00000406003	ENSG00000255734	0	0	0	0	0	0	0	27.850861
ENST00000304084	ENSG00000172243	132.017372	96.624212	145.473812	193.55806	0	55.181395	318.399208	559.510758
ENST00000353231	ENSG00000172243	662.7459	244.032869	562.792313	910.414641	1138.602552	478.610782	1156.946861	1078.174759
ENST00000534609	ENSG00000172243	794.976885	446.905595	695.255947	1490.423282	1469.034523	647.066204	1751.002264	3227.067602
ENST00000529761	ENSG00000172243	8.232443	1.874125	25.578329	77.772205	76.635837	17.93269	73.881762	24.797715
ENST00000298523	ENSG00000172243	429.986563	151.473674	223.898222	374.981679	520.342966	276.558492	718.19645	735.994693
ENST00000396484	ENSG00000172243	9.576938	0	4.332509	13.885195	19.195451	4.074333	50.522625	457.409069
ENST00000465100	ENSG00000172243	10.678376	32.60237	12.459195	46.951049	19.199187	18.159139	37.633909	51.317134
ENST00000349926	ENSG00000172243	0	0	0	12.247022	0	0	0	0
ENST00000533022	ENSG00000172243	81.287393	48.075537	42.103015	137.624396	116.003748	32.690951	226.967614	363.804049
ENST00000531192	ENSG00000172243	38.363163	0	43.81489	68.064752	285.824759	96.412432	57.962696	73.8032
ENST00000528799	ENSG00000172243	244.836992	113.622263	224.619164	390.00325	635.514546	208.483858	432.507397	677.115578
ENST00000310002	ENSG00000172243	27.091178	41.591113	9.298805	135.616332	59.238337	20.820884	23.336708	143.930737
ENST00000525605	ENSG00000172243	205.128129	0	161.090709	348.431119	135.176736	120.879033	256.01056	122.663752
ENST00000309539	ENSG00000173391	2.023371	0.69842	4.160571	9.572549	1.383841	5.208444	5.424903	13.968547
ENST00000544577	ENSG00000173391	3.171251	0	0	0	0	0	0	0
ENST00000543993	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000545927	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000432556	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000536989	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000539518	ENSG00000173391	0	3.274309	0	18.126795	0	0	5.256829	0
ENST00000538745	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000339968	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000538873	ENSG00000173391	0	0	0	0	0	0	0	0
ENST00000543414	ENSG00000173391	0	13.135854	0	0	0	0	0	0
ENST00000381923	ENSG00000165685	0	0	0.48775	0	0.864985	0	0	0
ENST00000334148	ENSG00000165685	0	0	0	0	0	0	0	0
ENST00000545924	ENSG00000165685	0	0	0	0	0	0	0	0
ENST00000298530	ENSG00000165685	0	0	0	0	0	0	0	12.412323
ENST00000543484	ENSG00000165685	0	0	0	0	0	0	0	0
ENST00000546153	ENSG00000165685	0	0	0	0	0	0	0	0
ENST00000539408	ENSG00000139112	0	0	0	0	0	0	0	0
ENST00000542722	ENSG00000139112	4.105792	3.390583	1.627074	11.50194	1.141096	1.462841	9.405081	0
ENST00000545859	ENSG00000139112	6.299773	12.945466	16.695306	65.597937	8.475512	8.70143	12.723836	17.301663
ENST00000421801	ENSG00000139112	118.201003	42.224892	69.968075	307.332859	168.260052	59.821849	319.454695	106.090157
ENST00000544284	ENSG00000139112	90.041574	17.205383	0	58.940734	71.128394	8.042751	97.547313	85.724356
ENST00000545047	ENSG00000139112	0	0	0	4.831986	14.276884	0	0	0
ENST00000541453	ENSG00000139112	6.957348	0	4.68915	0	0	0	0	0
ENST00000266458	ENSG00000139112	335.07983	293.613237	327.712369	1177.032548	665.200645	313.196828	809.084523	811.967685
ENST00000629504	ENSG00000139112	91.493026	240.204897	0	361.558087	547.373675	142.692241	381.514266	0
ENST00000543602	ENSG00000139112	0	0	0	0	0	0	0	0
